Detail ID,Detail Status,Product Family,Usage Batch Name,Fiscal Year,RRO Account #,RRO Name,Payment Date,Title,Article,Standard Number,Wr Wrk Inst,RH Account #,RH Name,Publisher,Pub Date,Number of Copies,Reported value,Amt in USD,Gross Amt in USD,Market,Market Period From,Market Period To,Author,Line,Error Reason
,,,,,,,,,,,,,,,,,,,,,,,,355,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,356,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,357,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,358,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,359,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,360,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,361,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,362,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,363,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,364,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,365,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,366,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,367,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,368,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,369,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,370,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,371,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,372,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,373,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,374,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,375,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,376,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,377,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,378,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,379,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,380,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,381,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,382,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,383,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,384,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,385,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,386,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,387,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,388,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,389,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,390,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,391,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,392,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,393,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,394,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,395,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,396,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,397,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,398,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,399,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,400,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,401,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,402,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,403,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,404,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,405,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,406,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,407,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,408,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,409,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,410,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,411,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,412,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,413,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,414,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,415,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,416,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,417,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,418,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,419,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,420,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,421,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,422,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,423,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,424,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,425,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,426,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,427,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,428,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,429,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,430,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,431,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,432,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,433,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,434,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,435,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,436,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,437,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,438,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,439,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,440,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,441,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,442,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,443,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,444,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,445,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,446,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,447,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,448,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,449,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,450,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,451,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,452,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,453,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,454,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,455,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,456,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,457,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,458,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,459,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,460,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,461,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,462,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,463,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,464,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,465,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,466,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,467,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,468,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,469,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,470,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,471,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,472,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
