Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author
10103840,Thomas Kuhn,Thomas Kuhn ad the Problem of Social Order in Science,12345XX-187454,123456789,1000027009,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103841,Thomas Kuhn,Thomas Kuhn ad the Problem of Social Order in Science,12345XX-187455,123456789,1000009828,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103842,Transforming stress : the HeartMath solution for relieving worry1088.89 fatigue1088.89 and tension,,12345XX-189339,123456789,1000019614,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103843,Transforming stress : the HeartMath solution for relieving worry1088.89 fatigue1088.89 and tension,,12345XX-189342,123456789,1000008010,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103844,Treating co-occurring disorders : a handbook for mental health and substance abuse professionals,Treating Co-Occurring Disorders: A Handbook for Mental Health and Substance Abuse Professionals,12345XX-189760,123456789,1000007119,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103845,Treating co-occurring disorders : a handbook for mental health and substance abuse professionals,Treating Co-Occurring Disorders: A Handbook for Mental Health and Substance Abuse Professionals,12345XX-189790,123456789,1000024298,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103846,Turning points in Western technology; a study of technology1088.89 science and history,,12345XX-190205,123456789,1000023136,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103847,Turning points in Western technology; a study of technology1088.89 science and history,,12345XX-190207,123456789,1000030426,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103848,Tweak : (growing up on methamphetamines),WRITING THE MEMOIR,12345XX-190238,123456789,1000013802,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103849,Tweak : (growing up on methamphetamines),WRITING THE MEMOIR,12345XX-190242,123456789,1000013801,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103850,Twentieth century actor training,Strasberg1088.89 Adler and Meisner: Method Acting,12345XX-190249,123456789,1000015285,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103851,Twentieth century actor training,Strasberg1088.89 Adler and Meisner: Method Acting,12345XX-190259,123456789,1000009826,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103852,Understanding curriculum as phenomenological and deconstructed text,Layered Voices of Teaching: The Uncannily Correct and the Elusively True,12345XX-191126,123456789,1000000307,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103853,Understanding curriculum as phenomenological and deconstructed text,Layered Voices of Teaching: The Uncannily Correct and the Elusively True,12345XX-191127,123456789,1000018200,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103854,Understanding development : theory and practice in the third world,Understanding Development: theory and practice in the third world,12345XX-191136,123456789,1000020999,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103855,Understanding development : theory and practice in the third world,Understanding Development: theory and practice in the third world,12345XX-191139,123456789,1000028706,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103856,Urologic nursing (1988- ),An overview of adult-learning processes,12345XX-192071,123456789,1000024137,,12/12/3000,,10.78,Univ,2015,2015,
10103857,Urologic nursing (1988- ),An overview of adult-learning processes,12345XX-192090,123456789,1000008911,,12/12/3000,,10.78,Univ,2015,2015,
10103858,Violence1088.89 aggression terrorism (1987- ),The American drug panic of the 1980's,12345XX-192894,123456789,1000021295,,12/12/3000,,10.78,Univ,2015,2015,
10103859,Violence1088.89 aggression terrorism (1987- ),The American drug panic of the 1980's,12345XX-192895,123456789,1000019005,,12/12/3000,,10.78,Univ,2015,2015,
10103860,Whipping girl : a transsexual woman on sexism and the scapegoating of femininity,Trans Woman Manifesto,12345XX-195159,123456789,1000031197,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103861,White privilege : essential readings on the other side of racism,Failing to see.,12345XX-195204,123456789,1000032092,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103862,Wired (1993- ),Friendshop Has it's Limits,12345XX-195628,123456789,1000033284,,12/12/3000,,10.78,Univ,2015,2015,
10103863,Wired (1993- ),Free! Why $0.00 Is the Future of Business,12345XX-195663,123456789,1000029791,,12/12/3000,,10.78,Univ,2015,2015,
10103864,Womanspirit rising : a feminist reader in religion,Theology in the politics of Appalachian women,12345XX-195852,123456789,1000004710,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103865,Women & health (1976- ),The Association Between Disordered Eating and Substance Use and Abuse in Women: A Community-Based Investigation,12345XX-195864,123456789,1000034093,,12/12/3000,,10.78,Univ,2015,2015,
10103866,Writing down the bones : freeing the writer within,Feeling the writer within,12345XX-197029,123456789,1000011185,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103867,Writing on the body : female embodiment and feminist theory,A Provoking Agent:  The Pornography and Performance of Annie Sprinkle,12345XX-197094,123456789,1000027168,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103868,Writing on the body : female embodiment and feminist theory,A Provoking Agent:  The Pornography and Performance of Annie Sprinkle,12345XX-197095,123456789,1000017509,,12/12/3000,,10.78,Univ,2015,2015,Aarseth1088.89 Espen J.
10103869,Adrienne Rich's poetry and prose : poems1088.89 prose1088.89 reviews1088.89 and criticism,Compulsary Heterosexuality and Lesbian Existence,12345XX-3065,123456789,1000020202,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103870,Adrienne Rich's poetry and prose : poems1088.89 prose1088.89 reviews1088.89 and criticism,Compulsary Heterosexuality and Lesbian Existence,12345XX-3072,123456789,1000004955,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103871,Advances in neonatal care : official journal of the National Association of Neonatal Nurses,Shock in the Critically Ill Neonate,12345XX-3255,123456789,1000033188,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103872,Advances in neonatal care : official journal of the National Association of Neonatal Nurses,Shock in the Critically Ill Neonate,12345XX-3291,123456789,1000021903,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103873,Against the machine : the hidden Luddite tradition in literature1088.89 art1088.89 and individual lives,Prologue from Against the Machine: The Hidden Luddite Tradition in Literature Art and Individual Lives,12345XX-4413,123456789,1000029031,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103874,Against the machine : the hidden Luddite tradition in literature1088.89 art1088.89 and individual lives,Prologue from Against the Machine: The Hidden Luddite Tradition in Literature Art and Individual Lives,12345XX-4434,123456789,1000033290,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103875,American foreign policy interests,The New Powerhouses: Think Tanks and Foreign Policy,12345XX-5895,123456789,2000171000,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103876,American foreign policy interests,The New Powerhouses: Think Tanks and Foreign Policy,12345XX-5901,123456789,1000022822,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103877,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20314,123456789,1000012478,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103878,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20325,123456789,1000027213,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103879,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20379,123456789,1000020336,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103880,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20390,123456789,1000001305,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103881,Carnal knowledge and imperial power : race and the intimate in colonial rule,European Women and Colonial Rule,12345XX-21086,123456789,1000010537,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103882,Carnal knowledge and imperial power : race and the intimate in colonial rule,European Women and Colonial Rule,12345XX-21097,123456789,1000011973,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103883,Critical inquiry (1974- ),Signs Taken for Wonders: Questions of Ambivalence and Authority Under a Tree Outside Delhi1088.89 May 1817,12345XX-33505,123456789,1000023187,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103884,Critical inquiry (1974- ),Signs Taken for Wonders: Questions of Ambivalence and Authority Under a Tree Outside Delhi1088.89 May 1817,12345XX-33558,123456789,1000003177,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103885,Defining America through immigration policy,'Translate This': The 1917 Literacy Law,12345XX-36786,123456789,1000011140,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103886,Defining America through immigration policy,'Translate This': The 1917 Literacy Law,12345XX-36788,123456789,1000017333,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103887,Food nations : selling taste in consumer societies,Food Matters: Perspectives on an Emerging Fileld,12345XX-53431,123456789,1000025979,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103888,Food nations : selling taste in consumer societies,Food Matters: Perspectives on an Emerging Fileld,12345XX-53436,123456789,1000016194,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103889,Gentlemen's quarterly : GQ (1958- ),Janet's World,12345XX-57870,123456789,1000007980,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103890,Gentlemen's quarterly : GQ (1958- ),Janet's World,12345XX-57872,123456789,1000016727,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103891,Global creation : space1088.89 mobility1088.89 and synchrony in the age of the knowledge economy,Global Creation: Space1088.89 Mobility and Synchrony in the Age of the Knowledge Economy,12345XX-58471,123456789,1000006364,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103892,Global creation : space1088.89 mobility1088.89 and synchrony in the age of the knowledge economy,Global Creation: Space1088.89 Mobility and Synchrony in the Age of the Knowledge Economy,12345XX-58475,123456789,1000010108,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103893,Language awareness : essays for college writers,Black Children Black Speech,12345XX-84315,123456789,1000020017,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103894,Language awareness : essays for college writers,Black Children Black Speech,12345XX-84324,123456789,1000014775,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103895,Leadership : theory and practice,Transformational leadership,12345XX-84857,123456789,2000110001,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103896,Leadership : theory and practice,Transformational leadership,12345XX-84861,123456789,1000014080,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103897,Lectures in naturopathic hydrotherapy,,12345XX-85399,123456789,1000019223,,12/12/3000,,10.81,Bus,2015,2015,Aarseth1088.89 Espen J.
10103898,Lectures in naturopathic hydrotherapy,,12345XX-85401,123456789,1000006475,,12/12/3000,,10.81,Bus,2015,2015,Aarseth1088.89 Espen J.
10103899,MIT Sloan management review (1998- ),Uncovering the Hidden Value in High-Risk Investments,12345XX-93691,123456789,1000024865,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103900,MIT Sloan management review (1998- ),Uncovering the Hidden Value in High-Risk Investments,12345XX-93846,123456789,1000021979,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103901,National identity and global sports events : culture1088.89 politics1088.89 and spectacle in the Olympics and the football World Cup,Sydney1088.89 2000: Sociality and Spaciality in Global Media Events,12345XX-98084,123456789,1000001096,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103902,National identity and global sports events : culture1088.89 politics1088.89 and spectacle in the Olympics and the football World Cup,Sydney1088.89 2000: Sociality and Spaciality in Global Media Events,12345XX-98085,123456789,1000025611,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103903,On black men,Father Stories,12345XX-106678,123456789,1000009300,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103904,On black men,Father Stories,12345XX-106683,123456789,1000011744,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103905,Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112899,123456789,1000018715,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103906,Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112905,123456789,1000019655,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103907,Que vivan los tamales! : food and the making of Mexican identity,The People of Corn- Native American Cuisine,12345XX-120466,123456789,1000018300,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103908,Que vivan los tamales! : food and the making of Mexican identity,The People of Corn- Native American Cuisine,12345XX-120472,123456789,1000000456,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103909,Science (1883- ),the method of multiple working hypotheses,12345XX-128242,123456789,1000008014,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103910,Science (1883- ),the method of multiple working hypotheses,12345XX-128390,123456789,1000007943,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103911,Shake hands with the devil : the failure of humanity in Rwanda,,12345XX-131904,123456789,1000033782,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103912,Shake hands with the devil : the failure of humanity in Rwanda,,12345XX-131908,123456789,1000007054,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103913,Singer's library of musical theatre : mezzo/alto : 32 songs from stage & film,If You Hadn't But You Did,12345XX-133190,123456789,1000007830,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103914,Singer's library of musical theatre : mezzo/alto : 32 songs from stage & film,If You Hadn't But You Did,12345XX-133191,123456789,1000009983,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103915,Singer's musical theatre anthology. Mezzo-soprano/belter : a collection of songs from the musical stage1088.89 categorized by voice type : the selections are presented in their authentic settings1088.89 excerpted from the original vocal scores,A Trip to the Library,12345XX-133227,123456789,1000003688,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103916,Singer's musical theatre anthology. Mezzo-soprano/belter : a collection of songs from the musical stage1088.89 categorized by voice type : the selections are presented in their authentic settings1088.89 excerpted from the original vocal scores,Shy,12345XX-133228,123456789,1000023618,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103917,Singer's musical theatre anthology. Mezzo-soprano/belter : a collection of songs from the musical stage1088.89 categorized by voice type : the selections are presented in their authentic settings1088.89 excerpted from the original vocal scores,I Can Cook Too,12345XX-133231,123456789,1000029551,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103918,Singer's musical theatre anthology. Mezzo-soprano/belter : a collection of songs from the musical stage1088.89 categorized by voice type : the selections are presented in their authentic settings1088.89 excerpted from the original vocal scores,A Trip to the Library,12345XX-133237,123456789,1000000695,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103919,Singer's musical theatre anthology. Mezzo-soprano/belter : a collection of songs from the musical stage1088.89 categorized by voice type : the selections are presented in their authentic settings1088.89 excerpted from the original vocal scores,Shy,12345XX-133238,123456789,1000024076,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103920,Singer's musical theatre anthology. Mezzo-soprano/belter : a collection of songs from the musical stage1088.89 categorized by voice type : the selections are presented in their authentic settings1088.89 excerpted from the original vocal scores,I Can Cook Too,12345XX-133241,123456789,1000018411,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103921,Statements : [three plays],The Island,12345XX-138931,123456789,1000002799,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103922,Statements : [three plays],The Island,12345XX-138937,123456789,1000001240,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103923,Sure seaters : the emergence of art house cinema,Around the Corner from the Big Top: Contextualizing the Postwar Arthouse,12345XX-141372,123456789,1000034567,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103924,Sure seaters : the emergence of art house cinema,Around the Corner from the Big Top: Contextualizing the Postwar Arthouse,12345XX-141376,123456789,1000025317,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103925,The Antinomian controversy1088.89 1636-1638 : a documentary history,The Examination of Mrs. Anne Hutchinson at the Court at Newton (1637),12345XX-146912,123456789,1000002846,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103926,The Antinomian controversy1088.89 1636-1638 : a documentary history,The Examination of Mrs. Anne Hutchinson at the Court at Newton (1637),12345XX-146914,123456789,1000000656,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103927,The journal of American Academy of Business1088.89 Cambridge : JAAB (2001- ),Apple's iPhone Launch: A Case Study in Effective Marketing,12345XX-161464,123456789,1000020618,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103928,The journal of American Academy of Business1088.89 Cambridge : JAAB (2001- ),Apple's iPhone Launch: A Case Study in Effective Marketing,12345XX-161469,123456789,1000023212,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103929,The mailbox,,12345XX-164920,123456789,1000002798,,12/12/3000,,10.81,Sch,2015,2015,
10103930,The mailbox,,12345XX-164922,123456789,1000016898,,12/12/3000,,10.81,Sch,2015,2015,
10103931,The singer's musical theatre anthology. Soprano,The Simple Joys of Maidenhood,12345XX-179065,123456789,1000020796,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103932,The singer's musical theatre anthology. Soprano,The Simple Joys of Maidenhood,12345XX-179075,123456789,1000008506,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103933,The urbanization of capital : studies in the history and theory of capitalist urbanization,On Planning the Ideology of Planning,12345XX-182484,123456789,1000000455,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103934,The urbanization of capital : studies in the history and theory of capitalist urbanization,On Planning the Ideology of Planning,12345XX-182487,123456789,1000024382,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103935,The wretched of the earth,Concerning Violence,12345XX-185134,123456789,1000028348,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103936,The wretched of the earth,Concerning Violence,12345XX-185151,123456789,1000008830,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103937,Urban affairs review (1995- ),Katrina and Power in America,12345XX-191968,123456789,1000017299,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103938,Urban affairs review (1995- ),Katrina and Power in America,12345XX-191969,123456789,1000026070,,12/12/3000,,10.81,Bus1088.89 Sch1088.89 Univ,2015,2015,
10103939,Her immaculate hand : selected works by and about the women humanists of Quattrocento Italy,,12345XX-64696,123456789,1000009131,,12/12/3000,,10.82,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103940,Her immaculate hand : selected works by and about the women humanists of Quattrocento Italy,,12345XX-64707,123456789,1000008922,,12/12/3000,,10.82,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10103941,A church for the next generation : sacraments in transition,Sacraments of vocation in a new age,12345XX-01,123456789,1000004983,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103942,A church for the next generation : sacraments in transition,Sacraments of vocation in a new age,12345XX-01,123456789,1000024647,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103943,A practical guide to conducting empirical research,A Practical Guide to Empirical Research,12345XX-278,123456789,1000001956,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103944,A practical guide to conducting empirical research,,12345XX-279,123456789,1000016899,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103945,A practical guide to conducting empirical research,A Practical Guide to Empirical Research,12345XX-283,123456789,1000002797,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103946,A practical guide to conducting empirical research,,12345XX-284,123456789,1000002540,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103947,AACN clinical issues in critical care nursing (1990-1994),Myocardial Protection for Cardiac Surgery,12345XX-1424,123456789,1000002539,,12/12/3000,,10.83,Univ,2015,2015,
10103948,AACN clinical issues in critical care nursing (1990-1994),Myocardial Protection for Cardiac Surgery,12345XX-1443,123456789,1000002537,,12/12/3000,,10.83,Univ,2015,2015,
10103949,Academy of Management learning & education (2002- ),Academy of Management Learning and Education 4(1) 2005,12345XX-2254,123456789,1000030832,,12/12/3000,,10.83,Univ,2015,2015,
10103950,Academy of Management learning & education (2002- ),Academy of Management Learning and Education 4(1) 2005,12345XX-2268,123456789,1000030347,,12/12/3000,,10.83,Univ,2015,2015,
10103951,Acquired aphasia,Ch.2 - Signs of Aphasia,12345XX-2568,123456789,1000002796,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103952,Acquired aphasia,Ch.2 - Signs of Aphasia,12345XX-2569,123456789,1000007790,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103953,ANS = Advances in nursing science (1978- ),An Analysis of Changing Trends in Philosophies of Science on Nursing Theory Development and Testing,12345XX-9990,123456789,1000029626,,12/12/3000,,10.83,Univ,2015,2015,
10103954,ANS = Advances in nursing science (1978- ),Postcolonial Nursing Scholarship: From Epistemology to Method,12345XX-10031,123456789,1000018652,,12/12/3000,,10.83,Univ,2015,2015,
10103955,ANS = Advances in nursing science (1978- ),An Analysis of Changing Trends in Philosophies of Science on Nursing Theory Development and Testing,12345XX-10194,123456789,1000022030,,12/12/3000,,10.83,Univ,2015,2015,
10103956,ANS = Advances in nursing science (1978- ),Postcolonial Nursing Scholarship: From Epistemology to Method,12345XX-10235,123456789,1000022566,,12/12/3000,,10.83,Univ,2015,2015,
10103957,Belated travelers : orientalism in the age of colonial dissolution,the predicaments of belatedness,12345XX-14562,123456789,1000021794,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103958,Belated travelers : orientalism in the age of colonial dissolution,the predicaments of belatedness,12345XX-14563,123456789,1000015128,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103959,Callaloo : a journal of African diaspora arts and letters (1976- ),When Food Tastes Cosmopolitan The Creole Fusion of Diaspora Cuisine ?,12345XX-19864,123456789,1000014668,,12/12/3000,,10.83,Univ,2015,2015,
10103960,Callaloo : a journal of African diaspora arts and letters (1976- ),When Food Tastes Cosmopolitan The Creole Fusion of Diaspora Cuisine ?,12345XX-19868,123456789,1000021854,,12/12/3000,,10.83,Univ,2015,2015,
10103961,Camp : queer aesthetics and the performing subject : a reader,Notes on Camp,12345XX-20031,123456789,1000008428,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103962,Camp : queer aesthetics and the performing subject : a reader,Notes on Camp,12345XX-20033,123456789,1000006827,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103963,Case research journal,Conoco's Decision - The First Annual President's Award for Business Ethics,12345XX-21177,123456789,1000015207,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103964,Case research journal,Conoco's Decision - The First Annual President's Award for Business Ethics,12345XX-21197,123456789,1000029891,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103965,Child study journal (1970- ),in Child Study Journal Volume: 8 ? 1978,12345XX-22698,123456789,1000003804,,12/12/3000,,10.83,Univ,2015,2015,
10103966,Child study journal (1970- ),Racial Membership and Physical Attractivenss Effects ?,12345XX-22699,123456789,1000029934,,12/12/3000,,10.83,Univ,2015,2015,
10103967,Child study journal (1970- ),in Child Study Journal Volume: 8 ? 1978,12345XX-22700,123456789,1000025697,,12/12/3000,,10.83,Univ,2015,2015,
10103968,Child study journal (1970- ),Racial Membership and Physical Attractivenss Effects ?,12345XX-22701,123456789,1000027141,,12/12/3000,,10.83,Univ,2015,2015,
10103969,Church and ministry,On the Papacy in Rome Against the Most Celebrated Romanist in Leipzig,12345XX-23980,123456789,1000016083,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103970,Church and ministry,On the Papacy in Rome Against the Most Celebrated Romanist in Leipzig,12345XX-23983,123456789,1000015451,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103971,Clinical textbook of addictive disorders,Clinical Textbook of Addictive Disorders 3rd ed,12345XX-25743,123456789,1000001706,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103972,Clinical textbook of addictive disorders,Clinical Textbook of Addictive Disorders 3rd ed,12345XX-25760,123456789,1000002538,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103973,Clinically oriented anatomy,,12345XX-25945,123456789,1000005219,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
10103974,Clinically oriented anatomy,,12345XX-25951,123456789,1000007378,,12/12/3000,,10.83,Univ,2015,2015,Aarseth1088.89 Espen J.
