Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Line,Error Reason
10003465,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page3-40: Figure 3-2 Steps in Managing Risk,12345XX-116039,123456789,1000015897,,6/27/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2404,Market: Field is required and cannot be null or empty
10003466,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page 11-3--Table: Common Risks,12345XX-116040,123456789,1000017417,,6/28/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2405,Market: Field is required and cannot be null or empty
10003467,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,Page3-22: Image,12345XX-116041,123456789,1000027883,,6/29/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2406,Market: Field is required and cannot be null or empty
10003468,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page3-40: Figure 3-2 Steps in Managing Risk,12345XX-116121,123456789,1000025441,,6/30/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2407,Market: Field is required and cannot be null or empty
10003469,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,page 11-3--Table: Common Risks,12345XX-116122,123456789,1000014172,,7/1/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2408,Market: Field is required and cannot be null or empty
10003470,Practical loss control leadership : the conservation of people1088.89 property1088.89 process1088.89 and profits.,Page3-22: Image,12345XX-116123,123456789,1000022887,,7/2/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2409,Market: Field is required and cannot be null or empty
10003471,Principles of heat treatment of steel,Various Figures - Principles of Heat Treatment of Steel,12345XX-117010,123456789,1000016753,,7/3/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2410,Market: Field is required and cannot be null or empty
10003472,Principles of heat treatment of steel,Various Figures - Principles of Heat Treatment of Steel,12345XX-117012,123456789,1000012164,,7/4/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2411,Market: Field is required and cannot be null or empty
10003473,Principles of population genetics,,12345XX-117041,123456789,1000019395,,7/5/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2412,Market: Field is required and cannot be null or empty
10003474,Principles of population genetics,,12345XX-117045,123456789,1000000114,,7/6/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2413,Market: Field is required and cannot be null or empty
10003475,Recombinant DNA : a short course,The science used in rDNA industry,12345XX-123136,123456789,1000001396,,7/7/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2414,Market: Field is required and cannot be null or empty
10003476,Recombinant DNA : a short course,The science used in rDNA industry,12345XX-123146,123456789,1000032797,,7/8/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2415,Market: Field is required and cannot be null or empty
10003477,Research for the health professional : a practical guide,Chapt 1: Identifying a Question or Problem,12345XX-125082,123456789,1000030116,,7/9/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2416,Market: Field is required and cannot be null or empty
10003478,Research for the health professional : a practical guide,,12345XX-125084,123456789,1000012232,,7/10/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2417,Market: Field is required and cannot be null or empty
10003479,Research for the health professional : a practical guide,Research for the Health Professional: A Practical Guide,12345XX-125085,123456789,1000019466,,7/11/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2418,Market: Field is required and cannot be null or empty
10003480,Research for the health professional : a practical guide,Research for the Health Professional: A Practical Guide (2nd ed.),12345XX-125089,123456789,1000027096,,7/12/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2419,Market: Field is required and cannot be null or empty
10003481,Research for the health professional : a practical guide,Chapt 1: Identifying a Question or Problem,12345XX-125091,123456789,1000010874,,7/13/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2420,Market: Field is required and cannot be null or empty
10003482,Research for the health professional : a practical guide,,12345XX-125093,123456789,1000022440,,7/14/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2421,Market: Field is required and cannot be null or empty
10003483,Research for the health professional : a practical guide,Chapt 1: Identifying a Question or Problem,12345XX-125097,123456789,1000018777,,7/15/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2422,Market: Field is required and cannot be null or empty
10003484,Research for the health professional : a practical guide,,12345XX-125099,123456789,1000022194,,7/16/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2423,Market: Field is required and cannot be null or empty
10003485,Research for the health professional : a practical guide,Research for the Health Professional: A Practical Guide,12345XX-125100,123456789,1000014496,,7/17/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2424,Market: Field is required and cannot be null or empty
10003486,Research for the health professional : a practical guide,Research for the Health Professional: A Practical Guide (2nd ed.),12345XX-125104,123456789,1000009026,,7/18/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2425,Market: Field is required and cannot be null or empty
10003487,Research for the health professional : a practical guide,Chapt 1: Identifying a Question or Problem,12345XX-125106,123456789,1000029751,,7/19/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2426,Market: Field is required and cannot be null or empty
10003488,Research for the health professional : a practical guide,,12345XX-125108,123456789,1000025602,,7/20/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2427,Market: Field is required and cannot be null or empty
10003489,Selected writings,Mickey Mouse,12345XX-130645,123456789,1000001767,,7/21/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2428,Market: Field is required and cannot be null or empty
10003490,Selected writings,Mickey Mouse,12345XX-130647,123456789,1000025760,,7/22/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2429,Market: Field is required and cannot be null or empty
10003491,Sister outsider,the transformation of silence into language and action,12345XX-133405,123456789,1000009805,,7/23/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2430,Market: Field is required and cannot be null or empty
10003492,Sister outsider,the transformation of silence into language and action,12345XX-133477,123456789,1000000847,,7/24/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2431,Market: Field is required and cannot be null or empty
10003493,Skeletal muscle : form and function,LENGTH-TENSION CURVE,12345XX-133680,123456789,1000003417,,7/25/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2432,Market: Field is required and cannot be null or empty
10003494,Skeletal muscle : form and function,LENGTH-TENSION CURVE,12345XX-133685,123456789,1000002890,,7/26/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2433,Market: Field is required and cannot be null or empty
10003495,Social work (1956- ),Working with Women of Color: An Empowering Perspective,12345XX-135293,123456789,1000022083,,7/27/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2434,Market: Field is required and cannot be null or empty
10003496,Social work (1956- ),Working with Women of Color: An Empowering Perspective,12345XX-135398,123456789,1000014461,,7/28/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2435,Market: Field is required and cannot be null or empty
10003497,Spiritual disciplines handbook : practices that transform us,,12345XX-137831,123456789,1000005276,,7/29/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2436,Market: Field is required and cannot be null or empty
10003498,Spiritual disciplines handbook : practices that transform us,,12345XX-137832,123456789,1000031397,,7/30/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2437,Market: Field is required and cannot be null or empty
10003499,Spiritual disciplines handbook : practices that transform us,,12345XX-137834,123456789,1000004270,,7/31/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2438,Market: Field is required and cannot be null or empty
10003500,Spiritual disciplines handbook : practices that transform us,,12345XX-137835,123456789,1000027436,,8/1/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2439,Market: Field is required and cannot be null or empty
10003501,Surgery of the hand,BUNNELLS SURGERY OF THE HAND,12345XX-141388,123456789,1000003708,,8/2/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2440,Market: Field is required and cannot be null or empty
10003502,Surgery of the hand,BUNNELLS SURGERY OF THE HAND,12345XX-141390,123456789,1000028924,,8/3/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2441,Market: Field is required and cannot be null or empty
10003503,Synthetic dyes for natural fibers,,12345XX-141725,123456789,1000017739,,8/4/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2442,Market: Field is required and cannot be null or empty
10003504,Synthetic dyes for natural fibers,,12345XX-141733,123456789,1000027031,,8/5/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2443,Market: Field is required and cannot be null or empty
10003505,Taxonomy of flowering plants,,12345XX-142249,123456789,1000011023,,8/6/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2444,Market: Field is required and cannot be null or empty
10003506,Taxonomy of flowering plants,,12345XX-142257,123456789,1000031721,,8/7/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2445,Market: Field is required and cannot be null or empty
10003507,The ... Annual1088.89 developing human resources,What to Look for in Groups,12345XX-144738,123456789,1000034038,,8/8/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2446,Market: Field is required and cannot be null or empty
10003508,The ... Annual1088.89 developing human resources,What to Look for in Groups,12345XX-144740,123456789,1000016922,,8/9/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2447,Market: Field is required and cannot be null or empty
10003509,The Alden Amos big book of handspinning : [being a compendium of information1088.89 advice1088.89 and opinions on the noble art & craft],,12345XX-145273,123456789,1000030743,,8/10/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2448,Market: Field is required and cannot be null or empty
10003510,The Alden Amos big book of handspinning : [being a compendium of information1088.89 advice1088.89 and opinions on the noble art & craft],,12345XX-145279,123456789,1000002814,,8/11/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2449,Market: Field is required and cannot be null or empty
10003511,The architecture of western gardens : a design history from the Renaissance to the present day,A.J. Downing (1815-1852): Beyond the Treatise on Landscape Gardening,12345XX-147181,123456789,1000016109,,8/12/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2450,Market: Field is required and cannot be null or empty
10003512,The architecture of western gardens : a design history from the Renaissance to the present day,A.J. Downing (1815-1852): Beyond the Treatise on Landscape Gardening,12345XX-147183,123456789,1000014835,,8/13/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2451,Market: Field is required and cannot be null or empty
10003513,The city reader,What Is a City?,12345XX-151061,123456789,1000006391,,8/14/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2452,Market: Field is required and cannot be null or empty
10003514,The city reader,What Is a City?,12345XX-151072,123456789,1000018502,,8/15/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2453,Market: Field is required and cannot be null or empty
10003515,The foolishness of preaching : proclaiming the Gospel against the wisdom of the world,,12345XX-157332,123456789,1000020951,,8/16/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2454,Market: Field is required and cannot be null or empty
10003516,The foolishness of preaching : proclaiming the Gospel against the wisdom of the world,,12345XX-157336,123456789,1000012973,,8/17/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2455,Market: Field is required and cannot be null or empty
10003517,The foolishness of preaching : proclaiming the Gospel against the wisdom of the world,,12345XX-157338,123456789,1000001781,,8/18/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2456,Market: Field is required and cannot be null or empty
10003518,The foolishness of preaching : proclaiming the Gospel against the wisdom of the world,,12345XX-157342,123456789,1000004986,,8/19/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2457,Market: Field is required and cannot be null or empty
10003519,The gender/sexuality reader : culture1088.89 history1088.89 political economy,How To Build a Man,12345XX-158057,123456789,1000007591,,8/20/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2458,Market: Field is required and cannot be null or empty
10003520,The gender/sexuality reader : culture1088.89 history1088.89 political economy,How To Build a Man,12345XX-158082,123456789,1000031632,,8/21/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2459,Market: Field is required and cannot be null or empty
10003521,The History of Islam in Africa,ethiopia and the horn of africa,12345XX-159537,123456789,1000016251,,8/22/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2460,Market: Field is required and cannot be null or empty
10003522,The History of Islam in Africa,ethiopia and the horn of africa,12345XX-159552,123456789,1000012807,,8/23/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2461,Market: Field is required and cannot be null or empty
10003523,The journal of nutrition,Dietary fiber : Findings NationalHealth Nut. Exam. Surv. Data,12345XX-162855,123456789,1000000503,,8/24/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2462,Market: Field is required and cannot be null or empty
10003524,The journal of nutrition,Dietary fiber : Findings NationalHealth Nut. Exam. Surv. Data,12345XX-162875,123456789,1000024540,,8/25/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2463,Market: Field is required and cannot be null or empty
10003525,The joy of stress,,12345XX-163650,123456789,1000020791,,8/26/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2464,Market: Field is required and cannot be null or empty
10003526,The joy of stress,,12345XX-163651,123456789,1000028093,,8/27/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2465,Market: Field is required and cannot be null or empty
10003527,The nature of the nonprofit sector,What is the nonprofit sector and why do we have it?,12345XX-167121,123456789,1000018908,,8/28/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2466,Market: Field is required and cannot be null or empty
10003528,The nature of the nonprofit sector,What is the nonprofit sector and why do we have it?,12345XX-167123,123456789,1000016689,,8/29/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2467,Market: Field is required and cannot be null or empty
10003529,The Norton anthology of English literature,The Altar; The Collar; Easter Wings; The Pulley,12345XX-170712,123456789,1000023454,,8/30/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2468,Market: Field is required and cannot be null or empty
10003530,The Norton anthology of English literature,The Altar; The Collar; Easter Wings; The Pulley,12345XX-170732,123456789,1000023218,,8/31/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2469,Market: Field is required and cannot be null or empty
10003531,The Norton anthology of English literature,The Lamb1088.89 The Tyger1088.89 London,12345XX-170754,123456789,1000019412,,9/1/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2470,Market: Field is required and cannot be null or empty
10003532,The Norton anthology of English literature,The Lamb1088.89 The Tyger1088.89 London,12345XX-170761,123456789,1000023579,,9/2/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2471,Market: Field is required and cannot be null or empty
10003533,The Norton anthology of poetry,Not Waving but Drowning,12345XX-171379,123456789,1000025106,,9/3/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2472,Market: Field is required and cannot be null or empty
10003534,The Norton anthology of poetry,Not Waving but Drowning,12345XX-171420,123456789,1000020080,,9/4/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2473,Market: Field is required and cannot be null or empty
10003535,The Norton introduction to literature,Aunt Jennifer's Tigers,12345XX-172165,123456789,1000022407,,9/5/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2474,Market: Field is required and cannot be null or empty
10003536,The Norton introduction to literature,Aunt Jennifer's Tigers,12345XX-172198,123456789,1000013050,,9/6/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2475,Market: Field is required and cannot be null or empty
10003537,The Norton introduction to literature,The Red Wheelbarrow,12345XX-172403,123456789,1000031291,,9/7/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2476,Market: Field is required and cannot be null or empty
10003538,The Norton introduction to literature,This Is Just to Say,12345XX-172404,123456789,1000001880,,9/8/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2477,Market: Field is required and cannot be null or empty
10003539,The Norton introduction to literature,The Red Wheelbarrow,12345XX-172491,123456789,1000000502,,9/9/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2478,Market: Field is required and cannot be null or empty
10003540,The Norton introduction to literature,This Is Just to Say,12345XX-172492,123456789,1000028564,,9/10/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2479,Market: Field is required and cannot be null or empty
10003541,The Wall Street journal (1889-1959),Disney Nabs Marvel Heroes,12345XX-183103,123456789,1000031289,,9/11/2022,,23.25,,2015,2015,,2480,Market: Field is required and cannot be null or empty
10003542,The Wall Street journal (1889-1959),Disney Nabs Marvel Heroes,12345XX-183108,123456789,1000028881,,9/12/2022,,23.25,,2015,2015,,2481,Market: Field is required and cannot be null or empty
10003543,The women's Bible commentary,?Lamentations,12345XX-184303,123456789,1000016019,,9/13/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2482,Market: Field is required and cannot be null or empty
10003544,The women's Bible commentary,?Lamentations,12345XX-184307,123456789,1000012563,,9/14/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2483,Market: Field is required and cannot be null or empty
10003545,Therapeutic exercise : foundations and techniques,,12345XX-186540,123456789,1000015360,,9/15/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2484,Market: Field is required and cannot be null or empty
10003546,Therapeutic exercise : foundations and techniques,,12345XX-186543,123456789,1000028981,,9/16/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2485,Market: Field is required and cannot be null or empty
10003547,To do justice : a guide for progressive Christians,AGAPE Document (Alternative Globalization Addressing Peoples and Earth),12345XX-188221,123456789,1000020068,,9/17/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2486,Market: Field is required and cannot be null or empty
10003548,To do justice : a guide for progressive Christians,AGAPE Document (Alternative Globalization Addressing Peoples and Earth),12345XX-188223,123456789,1000000290,,9/18/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2487,Market: Field is required and cannot be null or empty
10003549,Tortured people : the politics of colonization,Tortured People: The Politics of Colonization,12345XX-188481,123456789,1000002813,,9/19/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2488,Market: Field is required and cannot be null or empty
10003550,Tortured people : the politics of colonization,The role of suppressive agencies,12345XX-188482,123456789,1000026500,,9/20/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2489,Market: Field is required and cannot be null or empty
10003551,Tortured people : the politics of colonization,Tortured People: The Politics of Colonization,12345XX-188486,123456789,1000023017,,9/21/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2490,Market: Field is required and cannot be null or empty
10003552,Tortured people : the politics of colonization,The role of suppressive agencies,12345XX-188487,123456789,1000030374,,9/22/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2491,Market: Field is required and cannot be null or empty
10003553,Transforming scholarship : why women's and gender studies students are changing themselves and the world,The Birth of Women's and Gender Studies and Who We Are Now,12345XX-189306,123456789,1000007981,,9/23/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2492,Market: Field is required and cannot be null or empty
10003554,Transforming scholarship : why women's and gender studies students are changing themselves and the world,The Birth of Women's and Gender Studies and Who We Are Now,12345XX-189323,123456789,1000018622,,9/24/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2493,Market: Field is required and cannot be null or empty
10003555,Understanding media : the extensions of man : critical edition,THE SPOKEN,12345XX-191349,123456789,1000008862,,9/25/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2494,Market: Field is required and cannot be null or empty
10003556,Understanding media : the extensions of man : critical edition,THE SPOKEN,12345XX-191361,123456789,1000029264,,9/26/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2495,Market: Field is required and cannot be null or empty
10003557,Virology,Excerpts from Virology,12345XX-192938,123456789,1000013563,,9/27/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2496,Market: Field is required and cannot be null or empty
10003558,Virology,Excerpts from Virology,12345XX-192947,123456789,1000030494,,9/28/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2497,Market: Field is required and cannot be null or empty
10003559,Volvox,,12345XX-193523,123456789,1000006419,,9/29/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2498,Market: Field is required and cannot be null or empty
10003560,Volvox,,12345XX-193525,123456789,1000000941,,9/30/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2499,Market: Field is required and cannot be null or empty
10003561,What psychotherapists should know about disability,Etiquette with Clients with Disabilities,12345XX-194707,123456789,1000007388,,10/1/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2500,Market: Field is required and cannot be null or empty
10003562,What psychotherapists should know about disability,Etiquette with Clients with Disabilities,12345XX-194710,123456789,1000001517,,10/2/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2501,Market: Field is required and cannot be null or empty
10003563,Women transforming communications : global intersections,Women Transforming Communications: Global Intersections,12345XX-196268,123456789,1000002456,,10/3/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2502,Market: Field is required and cannot be null or empty
10003564,Women transforming communications : global intersections,Women1088.89 Ethnic and Language Minorities1088.89 and Mass Media,12345XX-196287,123456789,1000005717,,10/4/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2503,Market: Field is required and cannot be null or empty
10003565,Women's work : the first 201088.89000 years : women1088.89 cloth and society in early times,,12345XX-196541,123456789,1000016811,,10/5/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2504,Market: Field is required and cannot be null or empty
10003566,Young children (1964-2002),Five Reasons to Stop Saying Good Job,12345XX-197802,123456789,1000027442,,10/6/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2505,Market: Field is required and cannot be null or empty
10003567,Young children (1964-2002),use the Environment to Prevent Discipline Problems & Support Learning,12345XX-197803,123456789,1000002812,,10/7/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2506,Market: Field is required and cannot be null or empty
10003568,Young children (1964-2002),Ideas that Work with Young Children,12345XX-197809,123456789,1000016163,,10/8/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2507,Market: Field is required and cannot be null or empty
10003569,Young children (1964-2002),Velcro Time,12345XX-197816,123456789,1000018830,,10/9/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2508,Market: Field is required and cannot be null or empty
10003570,Young children (1964-2002),Literacy Begins at Birth,12345XX-197817,123456789,1000034187,,10/10/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2509,Market: Field is required and cannot be null or empty
10003571,Young children (1964-2002),Using the Project Approach with?,12345XX-197827,123456789,1000004644,,10/11/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2510,Market: Field is required and cannot be null or empty
10003572,Young children (1964-2002),Diversity & Infant/Toddler Caregiving,12345XX-197838,123456789,1000022623,,10/12/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2511,Market: Field is required and cannot be null or empty
10003573,Decision support for sustainable development : a resource book of methods and applications,,12345XX-36632,123456789,1000022878,,10/13/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2512,Market: Field is required and cannot be null or empty
10003574,Decision support for sustainable development : a resource book of methods and applications,,12345XX-36633,123456789,1000001482,,10/14/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2513,Market: Field is required and cannot be null or empty
10003575,Islam in modern history,,12345XX-74408,123456789,1000005866,,10/15/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2514,Market: Field is required and cannot be null or empty
10003576,Islam in modern history,,12345XX-74409,123456789,1000009372,,10/16/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2515,Market: Field is required and cannot be null or empty
10003577,A People & a nation : a history of the United States,Johnson and the Great Society,12345XX-136,123456789,1000021818,,10/17/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2516,Market: Field is required and cannot be null or empty
10003578,A People & a nation : a history of the United States,Johnson and the Great Society,12345XX-138,123456789,1000012585,,10/18/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2517,Market: Field is required and cannot be null or empty
10003579,America : national Catholic weekly review (1909- ),The Threat of Same-Sex Marriage,12345XX-5420,123456789,1000002883,,10/19/2022,328,23.25,,2015,2015,,2518,Market: Field is required and cannot be null or empty
10003580,America : national Catholic weekly review (1909- ),The Threat of Same-Sex Marriage,12345XX-5422,123456789,1000033470,,10/20/2022,330,23.25,,2015,2015,,2519,Market: Field is required and cannot be null or empty
10003581,America : national Catholic weekly review (1909- ),The Threat of Same-Sex Marriage,12345XX-5449,123456789,1000021734,,10/21/2022,357,23.25,,2015,2015,,2520,Market: Field is required and cannot be null or empty
10003582,America : national Catholic weekly review (1909- ),The Threat of Same-Sex Marriage,12345XX-5451,123456789,1000031159,,10/22/2022,359,23.25,,2015,2015,,2521,Market: Field is required and cannot be null or empty
10003583,Arab women writers : an anthology of short stories,International Women's Day,12345XX-11096,123456789,1000033189,,10/23/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2522,Market: Field is required and cannot be null or empty
10003584,Arab women writers : an anthology of short stories,International Women's Day,12345XX-11099,123456789,1000030369,,10/24/2022,,23.25,,2015,2015,Aarseth1088.89 Espen J.,2523,Market: Field is required and cannot be null or empty
10003585,Arizona law review,At the Shrine of Our Lady of Fatima or Why Political Questions are Not All Economic,12345XX-11593,123456789,1000009019,,10/25/2022,,23.25,,2015,2015,,2524,Market: Field is required and cannot be null or empty
10004785,Language arts (1975- ),,12345XX-84222,123456789,1000008375,,2/6/2026,,23.25,Sch,,2015,Aarseth1088.89 Espen J.,3724,Market Period From: Field is required and cannot be null or empty
10004786,Language arts (1975- ),,12345XX-84280,123456789,1000017397,,2/7/2026,,23.25,Sch,,2015,Aarseth1088.89 Espen J.,3725,Market Period From: Field is required and cannot be null or empty
10004787,Literature from the axis of evil : writing from Iran1088.89 Iraq1088.89 North Korean and other enemy nations : a Words Without Borders anthology,North Korea,12345XX-87044,123456789,1000009808,,2/8/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3726,Market Period From: Field is required and cannot be null or empty
10004788,Literature from the axis of evil : writing from Iran1088.89 Iraq1088.89 North Korean and other enemy nations : a Words Without Borders anthology,North Korea,12345XX-87048,123456789,1000032069,,2/9/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3727,Market Period From: Field is required and cannot be null or empty
10004789,Literature from the axis of evil : writing from Iran1088.89 Iraq1088.89 North Korean and other enemy nations : a Words Without Borders anthology,North Korea,12345XX-87050,123456789,1000002105,,2/10/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3728,Market Period From: Field is required and cannot be null or empty
10004790,Literature from the axis of evil : writing from Iran1088.89 Iraq1088.89 North Korean and other enemy nations : a Words Without Borders anthology,North Korea,12345XX-87054,123456789,1000020506,,2/11/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3729,Market Period From: Field is required and cannot be null or empty
10004791,Living the spirit : a gay American Indian anthology,Coyote and Tehoma,12345XX-87289,123456789,1000026862,,2/12/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3730,Market Period From: Field is required and cannot be null or empty
10004792,Living the spirit : a gay American Indian anthology,Coyote and Tehoma,12345XX-87297,123456789,1000013976,,2/13/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3731,Market Period From: Field is required and cannot be null or empty
10004793,Marinetti,Excerpt from Marinetti: Selected Writings,12345XX-89761,123456789,1000024609,,2/14/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3732,Market Period From: Field is required and cannot be null or empty
10004794,Marinetti,Excerpt from Marinetti: Selected Writings,12345XX-89765,123456789,1000000918,,2/15/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3733,Market Period From: Field is required and cannot be null or empty
