Coverage Period,License Type,Reported Grade,Wr Wrk Inst,Reported Work Title,Reported Standard Number or Image ID Number,Reported Article or Chapter Title,Reported Author,Reported Publisher,Reported Publication Date,Reported Media Type,Comment,Line,Error Reason
,,,,,,,,,,,,199,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,200,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,201,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,202,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,203,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,204,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,205,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,206,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,207,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,208,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,209,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,210,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,211,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,212,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,213,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,214,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,215,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,216,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,217,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,218,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,219,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,220,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,221,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,222,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,223,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,224,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,225,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,226,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,227,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,228,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,229,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,230,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,231,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,232,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,233,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,234,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,235,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,236,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,237,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,238,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,239,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,240,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,241,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,242,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,243,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,244,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,245,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,246,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,247,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,248,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,249,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,250,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,251,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,252,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,253,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,254,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,255,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,256,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,257,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,258,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,259,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,260,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,261,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,262,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,263,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,264,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
