Title,Article,Standard Number,Wr Wrk Inst,RH Account #,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Comment,Line,Error Reason
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154279,123456789,1000032779,,8/14/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,933,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154281,123456789,1000006735,,8/15/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,934,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154285,123456789,1000029759,,8/16/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,935,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154287,123456789,1000010340,,8/17/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,936,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154289,123456789,1000033468,,8/18/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,937,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154291,123456789,1000016875,,8/19/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,938,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154298,123456789,1000010404,,8/20/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,939,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154304,123456789,1000016156,,8/21/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,940,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154306,123456789,1000033963,,8/22/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,941,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154310,123456789,1000007106,,8/23/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,942,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154312,123456789,1000007549,,8/24/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,943,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154314,123456789,1000022050,,8/25/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,944,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154318,123456789,1000034616,,8/26/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,945,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154320,123456789,1000006644,,8/27/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,946,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154322,123456789,1000008963,,8/28/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,947,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154324,123456789,1000019422,,8/29/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,948,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154326,123456789,1000026167,,8/30/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,949,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154328,123456789,1000014872,,8/31/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,950,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154330,123456789,1000017676,,9/1/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,951,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154336,123456789,1000020207,,9/2/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,952,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154338,123456789,1000034101,,9/3/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,953,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154342,123456789,1000029006,,9/4/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,954,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154344,123456789,1000029250,,9/5/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,955,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154346,123456789,1000027265,,9/6/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,956,Market: Field is required and cannot be null or empty
The development of civilization : a documentary history of politics1088.89 society1088.89 and thought,The Will to Power,12345XX-154348,123456789,1000021554,,9/7/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,957,Market: Field is required and cannot be null or empty
American journal of clinical biofeedback (1978-1984),,12345XX-6330,123456789,1000017607,,10/2/2018,,23.25,,2015,2015,,,982,Market: Field is required and cannot be null or empty
American journal of clinical biofeedback (1978-1984),,12345XX-6332,123456789,1000023863,,10/3/2018,,23.25,,2015,2015,,,983,Market: Field is required and cannot be null or empty
Amplitude : new and selected poems,,12345XX-7827,123456789,1000028876,,10/6/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,986,Market: Field is required and cannot be null or empty
Amplitude : new and selected poems,,12345XX-7829,123456789,1000026880,,10/7/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,987,Market: Field is required and cannot be null or empty
Family health & medical guide,,12345XX-49336,123456789,1000007630,,3/21/2019,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1152,Market: Field is required and cannot be null or empty
Family health & medical guide,,12345XX-49337,123456789,1000002071,,3/22/2019,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1153,Market: Field is required and cannot be null or empty
The Islamic world,Inaugural Speech,12345XX-160993,123456789,1000008378,,3/14/2020,,23.25,Univ,2015,2015,,Aarseth1088.89 Espen J.,,1511,Row is incorrect: Expected columns are 14 actual 15
Trade1088.89 development1088.89 and social justice,TRADE1088.89 DEVELOPMENT1088.89 AND SOCIAL JUSTICE,12345XX-188953,123456789,1000004776,,6/7/2020,,23.25,Univ,2015,2015,,Aarseth1088.89 Espen J.,,1596,Row is incorrect: Expected columns are 14 actual 15
Alchem 20,,12345XX-4900,123456789,1000019096,,7/2/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1621,Market: Field is required and cannot be null or empty
Alchem 20,,12345XX-4901,123456789,1000001231,,7/3/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1622,Market: Field is required and cannot be null or empty
Georgia O'Keeffe,,12345XX-57940,123456789,1000002490,,7/4/2020,,23.25,,2015,2015,,,1623,Market: Field is required and cannot be null or empty
Georgia O'Keeffe,,12345XX-57941,123456789,1000000185,,7/5/2020,,23.25,,2015,2015,,,1624,Market: Field is required and cannot be null or empty
50 activities for conflict resolution : group learning and self development exercises,0,12345XX-01,123456789,1000024626,,7/6/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1625,Market: Field is required and cannot be null or empty
50 activities for conflict resolution : group learning and self development exercises,0,12345XX-01,123456789,1000005720,,7/7/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1626,Market: Field is required and cannot be null or empty
A course in language teaching : practice and theory,Box 10.2.1 & 10.31088.89 Box 10.4 & 10.2.2,12345XX-01,123456789,1000020500,,7/8/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1627,Market: Field is required and cannot be null or empty
A course in language teaching : practice and theory,Box 2.2: Practice Scenarios,12345XX-01,123456789,1000015746,,7/9/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1628,Market: Field is required and cannot be null or empty
A course in language teaching : practice and theory,Box 10.10,12345XX-01,123456789,2000100049,,7/10/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1629,Market: Field is required and cannot be null or empty
A course in language teaching : practice and theory,Box 10.2.1 & 10.31088.89 Box 10.4 & 10.2.2,12345XX-01,123456789,1000010003,,7/11/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1630,Market: Field is required and cannot be null or empty
A course in language teaching : practice and theory,Box 2.2: Practice Scenarios,12345XX-01,123456789,1000000401,,7/12/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1631,Market: Field is required and cannot be null or empty
A course in language teaching : practice and theory,Box 10.10,12345XX-01,123456789,1000033357,,7/13/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1632,Market: Field is required and cannot be null or empty
A history of contemporary Italy : society and politics1088.89 1943-1988,Excerpt from A History of Contemporary Italy: Society and Politics 1943-1988,12345XX-01,123456789,1000001499,,7/14/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1633,Market: Field is required and cannot be null or empty
A history of contemporary Italy : society and politics1088.89 1943-1988,Excerpt from A History of Contemporary Italy: Society and Politics 1943-1988,12345XX-01,123456789,1000028262,,7/15/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1634,Market: Field is required and cannot be null or empty
Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Cognitive and Social Development in Adolescence,12345XX-1901,123456789,1000017378,,7/16/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1635,Market: Field is required and cannot be null or empty
Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Cognitive and Social Development in Adolescence,12345XX-1911,123456789,1000028711,,7/17/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1636,Market: Field is required and cannot be null or empty
Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Cognitive and Social Development in Adolescence,12345XX-1915,123456789,1000018976,,7/18/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1637,Market: Field is required and cannot be null or empty
Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Cognitive and Social Development in Adolescence,12345XX-1919,123456789,1000015756,,7/19/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1638,Market: Field is required and cannot be null or empty
Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Cognitive and Social Development in Adolescence,12345XX-1929,123456789,1000015757,,7/20/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1639,Market: Field is required and cannot be null or empty
Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Cognitive and Social Development in Adolescence,12345XX-1933,123456789,1000025360,,7/21/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1640,Market: Field is required and cannot be null or empty
Ai Weiwei's blog : writings1088.89 interviews1088.89 and digital rants1088.89 2006-2009,Blog Posts,12345XX-4693,123456789,1000009074,,7/22/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1641,Market: Field is required and cannot be null or empty
Ai Weiwei's blog : writings1088.89 interviews1088.89 and digital rants1088.89 2006-2009,Blog Posts,12345XX-4699,123456789,1000007816,,7/23/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1642,Market: Field is required and cannot be null or empty
America compared : American history in international perspective,The Cold War in Europe and Asia,12345XX-5476,123456789,1000023773,,7/24/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1643,Market: Field is required and cannot be null or empty
America compared : American history in international perspective,The Cold War in Europe and Asia,12345XX-5492,123456789,1000010034,,7/25/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1644,Market: Field is required and cannot be null or empty
American journal of public health : JPH (1971- ),Comment: Whose Globalization?,12345XX-7305,123456789,1000031664,,7/26/2020,,23.25,,2015,2015,,,1645,Market: Field is required and cannot be null or empty
American journal of public health : JPH (1971- ),Comment: Whose Globalization?,12345XX-7339,123456789,1000013120,,7/27/2020,,23.25,,2015,2015,,,1646,Market: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,I Pity the Garden,12345XX-7888,123456789,1000017688,,7/28/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1647,Market: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,I Pity the Garden,12345XX-7915,123456789,1000000595,,7/29/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1648,Market: Field is required and cannot be null or empty
An outline of psycho-analysis,The Psychical Apparatus,12345XX-8416,123456789,1000000927,,7/30/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1649,Market: Field is required and cannot be null or empty
An outline of psycho-analysis,The Psychical Apparatus,12345XX-8419,123456789,1000029766,,7/31/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1650,Market: Field is required and cannot be null or empty
An outline of psycho-analysis,The Psychical Apparatus,12345XX-8426,123456789,1000019344,,8/1/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1651,Market: Field is required and cannot be null or empty
An outline of psycho-analysis,The Psychical Apparatus,12345XX-8429,123456789,1000003750,,8/2/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1652,Market: Field is required and cannot be null or empty
Anarchy1088.89 state1088.89 and utopia,'The Experience Machine',12345XX-8548,123456789,1000024708,,8/3/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1653,Market: Field is required and cannot be null or empty
Anarchy1088.89 state1088.89 and utopia,'The Experience Machine',12345XX-8560,123456789,1000017074,,8/4/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1654,Market: Field is required and cannot be null or empty
Argument structure : representation and theory,Euthanasia: No,12345XX-11523,123456789,1000007252,,8/5/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1655,Market: Field is required and cannot be null or empty
Argument structure : representation and theory,Euthanasia: No,12345XX-11534,123456789,1000016264,,8/6/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1656,Market: Field is required and cannot be null or empty
ART news (1923- ),That Swooning Feeling,12345XX-12035,123456789,1000019062,,8/7/2020,,23.25,,2015,2015,,,1657,Market: Field is required and cannot be null or empty
ART news (1923- ),That Swooning Feeling,12345XX-12036,123456789,1000003553,,8/8/2020,,23.25,,2015,2015,,,1658,Market: Field is required and cannot be null or empty
ART news (1923- ),That Swooning Feeling,12345XX-12074,123456789,1000014852,,8/9/2020,,23.25,,2015,2015,,,1659,Market: Field is required and cannot be null or empty
ART news (1923- ),That Swooning Feeling,12345XX-12075,123456789,1000019346,,8/10/2020,,23.25,,2015,2015,,,1660,Market: Field is required and cannot be null or empty
Business week (1929- ),Book Review: In the Plex: How Google Thinks Works and Shapes Our Lives by Steven Levy,12345XX-19299,123456789,1000001316,,8/11/2020,,23.25,,2015,2015,,,1661,Market: Field is required and cannot be null or empty
Business week (1929- ),Book Review: In the Plex: How Google Thinks Works and Shapes Our Lives by Steven Levy,12345XX-19542,123456789,1000032406,,8/12/2020,,23.25,,2015,2015,,,1662,Market: Field is required and cannot be null or empty
Contemporary Jewish ethics,Judaism and the Death Penalty,12345XX-29884,123456789,1000025668,,8/13/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1663,Market: Field is required and cannot be null or empty
Contemporary Jewish ethics,Judaism and the Death Penalty,12345XX-29886,123456789,1000000823,,8/14/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1664,Market: Field is required and cannot be null or empty
Dictionary of the history of ideas : studies of selected pivotal ideas,Art for Art's Sake,12345XX-38439,123456789,1000013491,,8/15/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1665,Market: Field is required and cannot be null or empty
Dictionary of the history of ideas : studies of selected pivotal ideas,Art for Art's Sake,12345XX-38442,123456789,1000030080,,8/16/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1666,Market: Field is required and cannot be null or empty
Dictionary of the history of ideas : studies of selected pivotal ideas,Art for Art's Sake,12345XX-38448,123456789,1000030652,,8/17/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1667,Market: Field is required and cannot be null or empty
Dictionary of the history of ideas : studies of selected pivotal ideas,Art for Art's Sake,12345XX-38451,123456789,1000011520,,8/18/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1668,Market: Field is required and cannot be null or empty
Digital diploma mills : the automation of higher education,Introduction to Digital Diploma Mills: The Automation of Higher Education,12345XX-38659,123456789,1000024731,,8/19/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1669,Market: Field is required and cannot be null or empty
Digital diploma mills : the automation of higher education,Introduction to Digital Diploma Mills: The Automation of Higher Education,12345XX-38662,123456789,1000022691,,8/20/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1670,Market: Field is required and cannot be null or empty
Digital diploma mills : the automation of higher education,Introduction to Digital Diploma Mills: The Automation of Higher Education,12345XX-38671,123456789,1000032251,,8/21/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1671,Market: Field is required and cannot be null or empty
Digital diploma mills : the automation of higher education,Introduction to Digital Diploma Mills: The Automation of Higher Education,12345XX-38674,123456789,1000019560,,8/22/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1672,Market: Field is required and cannot be null or empty
Educational leadership (1943- ),Research Matters/ Teach Mathematics Right the First Time,12345XX-42660,123456789,1000001852,,8/23/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1673,Market: Field is required and cannot be null or empty
Educational leadership (1943- ),Research Matters/ Teach Mathematics Right the First Time,12345XX-42663,123456789,1000001049,,8/24/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1674,Market: Field is required and cannot be null or empty
Educational leadership (1943- ),Once a Struggling,12345XX-42665,123456789,1000001992,,8/25/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1675,Market: Field is required and cannot be null or empty
Educational leadership (1943- ),Research Matters/ Teach Mathematics Right the First Time,12345XX-43018,123456789,1000006518,,8/26/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1676,Market: Field is required and cannot be null or empty
Educational leadership (1943- ),Research Matters/ Teach Mathematics Right the First Time,12345XX-43021,123456789,1000009675,,8/27/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1677,Market: Field is required and cannot be null or empty
Educational leadership (1943- ),Once a Struggling,12345XX-43023,123456789,1000026446,,8/28/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1678,Market: Field is required and cannot be null or empty
Esquire (1979- ),Which is the Fly and Which is the Human?,12345XX-45926,123456789,1000015426,,8/29/2020,,23.25,,2015,2015,,,1679,Market: Field is required and cannot be null or empty
Esquire (1979- ),Which is the Fly and Which is the Human?,12345XX-45960,123456789,1000008291,,8/30/2020,,23.25,,2015,2015,,,1680,Market: Field is required and cannot be null or empty
Essential teacher (2003-2009),Using Subtitled Foreign Films in the Language Classroom,12345XX-46277,123456789,1000031863,,8/31/2020,,23.25,,2015,2015,,,1681,Market: Field is required and cannot be null or empty
Essential teacher (2003-2009),Assignment 1- Seussville Story Maker,12345XX-46283,123456789,1000024767,,9/1/2020,,23.25,,2015,2015,,,1682,Market: Field is required and cannot be null or empty
Essential teacher (2003-2009),Using Subtitled Foreign Films in the Language Classroom,12345XX-46327,123456789,1000033569,,9/2/2020,,23.25,,2015,2015,,,1683,Market: Field is required and cannot be null or empty
Essential teacher (2003-2009),Assignment 1- Seussville Story Maker,12345XX-46333,123456789,1000031416,,9/3/2020,,23.25,,2015,2015,,,1684,Market: Field is required and cannot be null or empty
Feminism is for everybody : passionate politics,Introduction: Come Closer to Feminism,12345XX-50535,123456789,1000009580,,9/4/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1685,Market: Field is required and cannot be null or empty
Feminism is for everybody : passionate politics,Introduction: Come Closer to Feminism,12345XX-50541,123456789,1000007552,,9/5/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1686,Market: Field is required and cannot be null or empty
Feminism is for everybody : passionate politics,Introduction: Come Closer to Feminism,12345XX-50586,123456789,1000010035,,9/6/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1687,Market: Field is required and cannot be null or empty
Feminism is for everybody : passionate politics,Introduction: Come Closer to Feminism,12345XX-50592,123456789,1000010036,,9/7/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1688,Market: Field is required and cannot be null or empty
Film comment (1962- ),Emotional Pitfalls,12345XX-52135,123456789,1000029176,,9/8/2020,,23.25,,2015,2015,,,1689,Market: Field is required and cannot be null or empty
Film comment (1962- ),Sunrise,12345XX-52138,123456789,1000014942,,9/9/2020,,23.25,,2015,2015,,,1690,Market: Field is required and cannot be null or empty
Film comment (1962- ),Emotional Pitfalls,12345XX-52168,123456789,1000021804,,9/10/2020,,23.25,,2015,2015,,,1691,Market: Field is required and cannot be null or empty
Film comment (1962- ),Sunrise,12345XX-52171,123456789,1000013493,,9/11/2020,,23.25,,2015,2015,,,1692,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56796,123456789,1000006738,,9/12/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1693,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56797,123456789,1000017693,,9/13/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1694,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56800,123456789,1000023364,,9/14/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1695,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56804,123456789,1000006695,,9/15/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1696,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56807,123456789,1000006599,,9/16/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1697,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56848,123456789,1000024662,,9/17/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1698,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56849,123456789,1000001133,,9/18/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1699,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56852,123456789,1000016003,,9/19/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1700,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56856,123456789,1000013006,,9/20/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1701,Market: Field is required and cannot be null or empty
Gender trouble : feminism and the subversion of identity,The Compulsory Order of Sex/Gender/Desire,12345XX-56859,123456789,1000026824,,9/21/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1702,Market: Field is required and cannot be null or empty
Great books of the Western world,,12345XX-60252,123456789,1000008598,,9/22/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1703,Market: Field is required and cannot be null or empty
Great books of the Western world,,12345XX-60253,123456789,1000031275,,9/23/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1704,Market: Field is required and cannot be null or empty
Great books of the Western world,,12345XX-60257,123456789,1000022149,,9/24/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1705,Market: Field is required and cannot be null or empty
Great books of the Western world,,12345XX-60258,123456789,1000000207,,9/25/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1706,Market: Field is required and cannot be null or empty
Great short works of Mark Twain,The War Prayer,12345XX-60335,123456789,2000100016,,9/26/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1707,Market: Field is required and cannot be null or empty
Great short works of Mark Twain,The War Prayer,12345XX-60343,123456789,2000100019,,9/27/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1708,Market: Field is required and cannot be null or empty
History of ideas on woman : a source book,Selection from 'Genesis',12345XX-65283,123456789,1000009995,,9/28/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1709,Market: Field is required and cannot be null or empty
History of ideas on woman : a source book,Selection from 'Genesis',12345XX-65303,123456789,1000004278,,9/29/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1710,Market: Field is required and cannot be null or empty
In our own words : student writers at work,Marek,12345XX-69406,123456789,1000029784,,9/30/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1711,Market: Field is required and cannot be null or empty
In our own words : student writers at work,The tree of my secrets,12345XX-69407,123456789,1000027321,,10/1/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1712,Market: Field is required and cannot be null or empty
In our own words : student writers at work,Marek,12345XX-69420,123456789,1000022592,,10/2/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1713,Market: Field is required and cannot be null or empty
In our own words : student writers at work,The tree of my secrets,12345XX-69421,123456789,1000016960,,10/3/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1714,Market: Field is required and cannot be null or empty
In the shadow of revolution : life stories of Russian women from 1917 to the second World War,Peasant Narratives (2),12345XX-69836,123456789,1000013152,,10/4/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1715,Market: Field is required and cannot be null or empty
In the shadow of revolution : life stories of Russian women from 1917 to the second World War,Peasant Narratives (2),12345XX-69846,123456789,1000016647,,10/5/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1716,Market: Field is required and cannot be null or empty
Instant academic skills  : a resource book of advanced-level academic skills activities,Unit 15B1088.89 Plagiarism1088.89 Worksheets 1 &2,12345XX-70850,123456789,1000009711,,10/6/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1717,Market: Field is required and cannot be null or empty
Instant academic skills  : a resource book of advanced-level academic skills activities,Unit 11A1088.89 Music as protest1088.89 Worksheet 1&2,12345XX-70851,123456789,1000023535,,10/7/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1718,Market: Field is required and cannot be null or empty
Instant academic skills  : a resource book of advanced-level academic skills activities,Unit 1B1088.89 'long life' gene region found1088.89 Worksheet 2,12345XX-70854,123456789,1000019773,,10/8/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1719,Market: Field is required and cannot be null or empty
Instant academic skills  : a resource book of advanced-level academic skills activities,Unit 15B1088.89 Plagiarism1088.89 Worksheets 1 &2,12345XX-70878,123456789,1000000029,,10/9/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1720,Market: Field is required and cannot be null or empty
Instant academic skills  : a resource book of advanced-level academic skills activities,Unit 11A1088.89 Music as protest1088.89 Worksheet 1&2,12345XX-70879,123456789,1000010078,,10/10/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1721,Market: Field is required and cannot be null or empty
